record_id,county,scientific_name,s_common_name,inf_taxon,group_member_type_desc,g_rank,s_rank,g1g2s1s2,state_status,state_protect_status_desc,fed_status,fed_protect_desc,listed_species,tracked_species,swap_priority_desc,presence_status,obsrank,locuseclass,date_class,first_obs_date,last_survey_date,dateconvert,count_records,eo_id_sc
42253,Orangeburg,Alosa aestivalis,Blueback Herring,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G3G4,S4S5,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Freshwater,< 5 Years,1981-09-15,2021,2021,146,9078
42258,Orangeburg,Alosa mediocris,Hickory Shad,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Freshwater,< 5 Years,2021,2021,2021,146,9124
42267,Orangeburg,Alosa sapidissima,American Shad,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4S5,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Freshwater,< 5 Years,2021,2022-05-04,2022-05-04,146,20102
42269,Orangeburg,Ambystoma mabeei,Mabee's Salamander,Amphibians,Zoological,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,10 - 20 Years,2010-05-15,2010-05-15,2010-05-15,146,7204
42270,Orangeburg,Ameiurus brunneus,Snail Bullhead,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2011-06-10,2021-06-17,2021-06-17,146,11616
42284,Orangeburg,Ameiurus catus,White Catfish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,> 40 Years,1954-06-07,1954-06-07,1954-06-07,146,26979
42290,Orangeburg,Ameiurus platycephalus,Flat Bullhead,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,10 - 20 Years,2008-05-29,2011-06-22,2011-06-22,146,12283
42335,Orangeburg,Ammodramus savannarum,Grasshopper Sparrow,Birds,Zoological,G5,S3,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Highest,3,N - Not Ranked,Breeding,20 - 40 Years,1992,1992,1992,146,25956
42336,Orangeburg,Amphicarpum muehlenbergianum,"Florida Peanut-grass, Blue Maiden-cane",Monocots,Botanical,G4,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,> 40 Years,1969-09-01,1969-09-01,1969-09-01,146,2943
42337,Orangeburg,Anguilla rostrata,American Eel,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2011-06-10,2021-06-17,2021-06-17,146,8736
42409,Orangeburg,Apalone ferox,Florida Softshell,Turtles,Zoological,G5,S4,1,R: Regulated,R: Regulated,Not Applicable,Not Applicable,1,1,High,3,B - Good estimated viability,Not applicable,< 5 Years,2024-09-09 12:12,2024-09-09 12:12,2024-09-09 12:12,146,30918
42410,Orangeburg,Ardea alba,Great Egret,Birds,Zoological,G5,S4,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Not Applicable,3,N - Not Ranked,Breeding,5 - 10 Years,2015,2015,2015,146,7861
42413,Orangeburg,Aristida condensata,Big Three-awn,Monocots,Botanical,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,> 40 Years,1957-09-01,1957-09-01,1957-09-01,146,6221
42414,Orangeburg,Asclepias perennis,Aquatic Milkweed,Dicots,Botanical,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not Recorded,< 5 Years,2021-06,2021-09,2021-09,146,22653
42416,Orangeburg,Asplenium heterochroum,Bicolored Spleenwort,Leptosporangiate Ferns,Botanical,G3G5,SX,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,> 40 Years,1899-12-29,1899-12-29,1899-12-29,146,6979
42417,Orangeburg,Asplenium heteroresiliens,"Marl Spleenwort, Carolina Spleenwort, Wagner's Spleenwort, Morzenti's Spleenwort",Leptosporangiate Ferns,Botanical,G2,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,H? - Possibly historical,Not Recorded,> 40 Years,1959-01-01,1959-01-01,1959-01-01,146,4608
42418,Orangeburg,Asplenium resiliens,Blackstem Spleenwort,Leptosporangiate Ferns,Botanical,G5,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,20 - 40 Years,1973-06-09,2001-07-12,2001-07-12,146,2717
42421,Orangeburg,Atlanticoncha ochracea,Tidewater Mucket,Freshwater Mussels,Zoological,G3G4,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,10 - 20 Years,2014-08-20,2014-08-20,2014-08-20,146,19735
42422,Orangeburg,Bacopa innominata,Tropical Water-hyssop,Dicots,Botanical,G3G5,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,> 40 Years,1967-09-16,1967-09-16,1967-09-16,146,1411
42423,Orangeburg,Bombus fervidus,Yellow Bumble Bee,Bumble Bees,Zoological,G3G4,SNR,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,> 40 Years,1970-08-25,1970-08-25,1970-08-25,146,7465
42424,Orangeburg,Bombus fraternus,Southern Plains Bumble Bee,Bumble Bees,Zoological,G3G4,SNR,1,Not Applicable,Not Applicable,ARS: At-Risk Species,ARS: At-Risk Species,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not Recorded,> 40 Years,1970-08-25,1970-08-25,1970-08-25,146,7544
42425,Orangeburg,Callinina georgiana,Banded Mysterysnail,Freshwater Snails,Zoological,G5,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,5 - 10 Years,2016-06-30,2016-06-30,2016-06-30,146,25411
42428,Orangeburg,Callinina intertexta,Rotund Mysterysnail,Freshwater Snails,Zoological,G4,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,10 - 20 Years,2008-07-01,2008-07-01,2008-07-01,146,25556
42432,Orangeburg,Cambarus acuminatus,Acuminate Crayfish,Crayfishes,Zoological,GNR,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,Date Unknown,No Date,No Date,No Date,146,28511
42434,Orangeburg,Cambarus reflexus,Pine Savannah Crayfish,Crayfishes,Zoological,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Not applicable,> 40 Years,1983-04-28,1983-04-28,1983-04-28,146,15023
42439,Orangeburg,Carex basiantha,"Southern Willdenow's Sedge, Widow Sedge",Monocots,Botanical,G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,20 - 40 Years,2001-08-01,2001-08-01,2001-08-01,146,4856
42440,Orangeburg,Carex calcifugens,Calcium-fleeing Sedge,Monocots,Botanical,G3,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,C - Fair estimated viability,Not Recorded,< 5 Years,2023-04-29 10:54,2023-04-29 10:54,2023-04-29 10:54,146,24275
42441,Orangeburg,Carex decomposita,"Cypress-knee Sedge, Epiphytic Sedge",Monocots,Botanical,G3G4,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not Recorded,20 - 40 Years,2001-06-20,2001-06-20,2001-06-20,146,1490
42443,Orangeburg,Carex gholsonii,Gholson’s Sedge,Monocots,Botanical,G4G5,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,20 - 40 Years,2001-07-25,2001-07-25,2001-07-25,146,5650
42445,Orangeburg,Carpiodes sp. cf. velifer,Atlantic Highfin Carpsucker,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4G5,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Not applicable,20 - 40 Years,1993-07-19,1993-07-19,1993-07-19,146,17812
42448,Orangeburg,Chologaster cornuta,Swampfish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,> 40 Years,1984-05-27,1984-05-27,1984-05-27,146,12955
42460,Orangeburg,Clemmys guttata,Spotted Turtle,Turtles,Zoological,G5,S2,1,ST: State Threatened,ST: State Threatened,ARS: At-Risk Species,ARS: At-Risk Species,1,1,High,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2019-04-03,2024-04-09 13:53,2024-04-09 13:53,146,2113
42467,Orangeburg,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,Mammals,Zoological,G3G4,S2,1,SE: State Endangered,SE: State Endangered,Not Applicable,Not Applicable,1,1,Highest,3,E - Verified extant (viability not assessed),Hibernaculum,< 5 Years,2021-12-09,2021-12-09,2021-12-09,146,20297
42476,Orangeburg,Crotalus horridus pop. 1,Timber Rattlesnake - Mountain Population,Reptiles,Zoological,G4T4Q,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,> 40 Years,1976-03-13,1976-03-13,1976-03-13,146,27182
42477,Orangeburg,Crotalus horridus pop. 2,Timber Rattlesnake - Coastal Plain Population,Reptiles,Zoological,G4T4Q,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,5 - 10 Years,2019-08-14,2019-08-14,2019-08-14,146,1294
42479,Orangeburg,Cyperus lecontei,Le Conte's Flatsedge,Monocots,Botanical,G4?,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,CD - Fair or poor estimated viability,Not Recorded,5 - 10 Years,2016-07-08,2016-07-08,2016-07-08,146,561
42480,Orangeburg,Cyprinella leedsi,Bannerfin Shiner,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,1991-09-19,2020-08-18,2020-08-18,146,10967
42488,Orangeburg,Danaus plexippus,Monarch Butterfly,Butterflies and Skippers,Zoological,G4,S4,1,Not Applicable,Not Applicable,C: Candidate,C: Candidate,1,1,Highest,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2021-06,2021-09,2021-09,146,22689
42489,Orangeburg,Dryobates borealis,Red-cockaded Woodpecker,Birds,Zoological,G3,S2,1,SE: State Endangered,SE: State Endangered,LE: Federally Endangered,LT: Federally Threatend,1,1,Highest,3,D? - Possibly poor estimated viability/ecological integrity,Not applicable,< 5 Years,1993-11-19,2023-08,2023-08,146,1700
42523,Orangeburg,Dryophytes gratiosus,Barking Treefrog,Amphibians,Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,< 5 Years,2021-07-24,2021-07-24,2021-07-24,146,27080
42525,Orangeburg,Egretta caerulea,Little Blue Heron,Birds,Zoological,G5,S2S3,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Highest,3,N - Not Ranked,Breeding,5 - 10 Years,2015,2015,2015,146,7862
42527,Orangeburg,Elassoma evergladei,Everglades Pygmy Sunfish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,> 40 Years,1978-06-20,1978-06-20,1978-06-20,146,13221
42529,Orangeburg,Elassoma okatie,Bluebarred Pygmy Sunfish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G2G3,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Not applicable,> 40 Years,1984-03-20,1984-03-20,1984-03-20,146,13282
42531,Orangeburg,Elimia dislocata,Lapped Elimia,Freshwater Snails,Zoological,G4Q,S3S5,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,10 - 20 Years,2006-09-09,2006-09-09,2006-09-09,146,25291
42534,Orangeburg,Elliptio congaraea,Carolina Slabshell,Freshwater Mussels,Zoological,G3,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,E - Verified extant (viability not assessed),Not Recorded,< 5 Years,2022-05-18,2022-05-18,2022-05-18,146,28017
42543,Orangeburg,Elliptio fisheriana,Northern Lance,Freshwater Mussels,Zoological,G4,SNA,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,10 - 20 Years,2005-08-07,2005-09-21,2005-09-21,146,17477
42544,Orangeburg,Elliptio icterina,Variable Spike,Freshwater Mussels,Zoological,G5,S4S5,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,10 - 20 Years,2008-07-02,2008-07-02,2008-07-02,146,16395
42551,Orangeburg,Elliptio producta,Atlantic Spike,Freshwater Mussels,Zoological,G3,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,10 - 20 Years,2006-01-22,2006-01-23,2006-01-23,146,16531
42554,Orangeburg,Elliptio roanokensis,Roanoke Slabshell,Freshwater Mussels,Zoological,G3,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,10 - 20 Years,2006-01-22,2006-01-22,2006-01-22,146,19693
42555,Orangeburg,Enneacanthus chaetodon,Blackbanded Sunfish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G3G4,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,Date Unknown,No Date,No Date,No Date,146,13303
42565,Orangeburg,Enneacanthus obesus,Banded Sunfish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,20 - 40 Years,1978-07-06,1985-07-09,1985-07-09,146,13565
42577,Orangeburg,Eptesicus fuscus,Big Brown Bat,Mammals,Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,E - Verified extant (viability not assessed),Nonbreeding,20 - 40 Years,1990,1990,1990,146,22312
42578,Orangeburg,Etheostoma fricksium,Savannah Darter,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Not applicable,5 - 10 Years,2000-05-29,2019-10-01,2019-10-01,146,13906
42588,Orangeburg,Etheostoma inscriptum,Turquoise Darter,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,10 - 20 Years,1995-05-08,2011-06-28,2011-06-28,146,14082
42590,Orangeburg,Etheostoma serrifer,Sawcheek Darter,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,< 5 Years,2020-07-30,2020-07-30,2020-07-30,146,18799
42622,Orangeburg,Euphyes berryi,Berry's Skipper,Butterflies and Skippers,Zoological,G2,SNR,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,10 - 20 Years,2008-08-31,2008-08-31,2008-08-31,146,7438
42623,Orangeburg,Eurycea chamberlaini,Chamberlain's Dwarf Salamander,Amphibians,Zoological,G4,S3,1,Not Applicable,Not Applicable,ARS: At-Risk Species,ARS: At-Risk Species,1,1,Highest,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2024-03-21,2024-03-21,2024-03-21,146,26749
42638,Orangeburg,Falco sparverius,American Kestrel,Birds,Zoological,G5,S3,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Highest,3,N - Not Ranked,Breeding,20 - 40 Years,1991,1991,1991,146,25887
42639,Orangeburg,Farancia abacura,Red-bellied Mudsnake,Reptiles,Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,5 - 10 Years,2019-05-10,2019-05-10,2019-05-10,146,27001
42643,Orangeburg,Farancia erytrogramma,Rainbow Snake,Reptiles,Zoological,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,B - Good estimated viability,Not applicable,< 5 Years,2024-04-13 14:51,2024-04-13 14:51,2024-04-13 14:51,146,26765
42644,Orangeburg,Fundulus lineolatus,Lined Topminnow,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,10 - 20 Years,2011-06-28,2011-06-28,2011-06-28,146,27560
42688,Orangeburg,Galba cubensis,Carib Fossaria,Freshwater Snails,Zoological,G5,S2S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,10 - 20 Years,2007-08-02,2007-08-02,2007-08-02,146,25043
42689,Orangeburg,Haliaeetus leucocephalus,Bald Eagle,Birds,Zoological,G5,"S3B,S3N",1,ST: State Threatened,ST: State Threatened,Bald & Golden Eagle Protection Act,Bald & Golden Eagle Protection Act,1,1,High,3,E - Verified extant (viability not assessed),Breeding,< 5 Years,2021,2024,2024,146,907
42714,Orangeburg,Helenium pinnatifidum,Southeastern Sneezeweed,Dicots,Botanical,G5,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,> 40 Years,1983-06-15,1983-06-15,1983-06-15,146,2918
42715,Orangeburg,Heterandria formosa,Least Killifish,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,> 40 Years,1976-05-11,1976-05-11,1976-05-11,146,29767
42723,Orangeburg,Ilex amelanchier,Sarvis Holly,Dicots,Botanical,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,B - Good estimated viability,Not Recorded,< 5 Years,2024-07-10 15:59,2024-07-10 15:59,2024-07-10 15:59,146,28062
42725,Orangeburg,Kinosternon baurii,Striped Mud Turtle,Turtles,Zoological,G4G5,S3,1,R: Regulated,R: Regulated,Not Applicable,Not Applicable,1,1,Moderate,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2021-06-23,2021-06-23,2021-06-23,146,8024
42726,Orangeburg,Lacunicambarus diogenes,Devil Crawfish,Crayfishes,Zoological,G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,> 40 Years,1982-04-17,1982-04-17,1982-04-17,146,27097
42729,Orangeburg,Lampsilis radiata,Eastern Lampmussel,Freshwater Mussels,Zoological,G5,S2?,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,20 - 40 Years,2004-06-02,2004-06-02,2004-06-02,146,19701
42730,Orangeburg,Lampsilis splendida,Rayed Pink Fatmucket,Freshwater Mussels,Zoological,G3,S2?,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,10 - 20 Years,2004-06-14,2006-06-22,2006-06-22,146,16748
42732,Orangeburg,Lanius ludovicianus,Loggerhead Shrike,Birds,Zoological,G4,S3,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Highest,3,N - Not Ranked,Breeding,20 - 40 Years,1995,1995,1995,146,26052
42740,Orangeburg,Lasionycteris noctivagans,Silver-haired Bat,Mammals,Zoological,G3G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,E - Verified extant (viability not assessed),Nonbreeding,20 - 40 Years,1990,1990,1990,146,22297
42741,Orangeburg,Lasiurus borealis,Eastern Red Bat,Mammals,Zoological,G3G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Breeding,5 - 10 Years,2017-08-01,2017-08-01,2017-08-01,146,348
42742,Orangeburg,Lasiurus cinereus,Hoary Bat,Mammals,Zoological,G3G4,S2,1,Not Applicable,Not Applicable,ARS: At-Risk Species,ARS: At-Risk Species,1,1,Highest,3,N - Not Ranked,Undetermined,< 5 Years,2023-06-29,2023-06-29,2023-06-29,146,26715
42744,Orangeburg,Lilium pyrophilum,Sandhills Bog Lily,Monocots,Botanical,G2,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,X? - Possibly extirpated,Not Recorded,> 40 Years,1957-07-19,1957-07-19,1957-07-19,146,1392
42745,Orangeburg,Lithobates capito,Carolina Gopher Frog,Amphibians,Zoological,G2G3,S1,1,SE: State Endangered,SE: State Endangered,ARS: At-Risk Species,ARS: At-Risk Species,1,1,Highest,3,H? - Possibly historical,Not applicable,20 - 40 Years,1987-03-07,1987-03-07,1987-03-07,146,22248
42747,Orangeburg,Lithobates heckscheri,River Frog,Amphibians,Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,> 40 Years,1976-03-13,1976-03-13,1976-03-13,146,27176
42749,Orangeburg,Litsea aestivalis,Pondspice,Dicots,Botanical,G3?,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not Recorded,> 40 Years,1984-04-01,1984-04-01,1984-04-01,146,5158
42751,Orangeburg,Lobelia boykinii,Boykin’s Lobelia,Dicots,Botanical,G1G2,S2?,1,Not Applicable,Not Applicable,ARS: At-Risk Species,ARS: At-Risk Species,1,1,High,3,N - Not Ranked,Not Recorded,> 40 Years,1983-06-15,1983-06-15,1983-06-15,146,3272
42753,Orangeburg,Macbridea caroliniana,"Carolina Birds-in-a-nest, Carolina Macbridea",Dicots,Botanical,G2G3,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,E - Verified extant (viability not assessed),Not Recorded,< 5 Years,2011-05-24,2021-08-19,2021-08-19,146,7538
42761,Orangeburg,Morone saxatilis,Striped Bass,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4S5,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Freshwater,20 - 40 Years,1991-10-01,1991-10-01,1991-10-01,146,13163
42769,Orangeburg,Moxostoma collapsum,Notchlip Redhorse,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,> 40 Years,1955-08-15,1955-08-15,1955-08-15,146,26978
42775,Orangeburg,Mugil cephalus,Striped Mullet,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,20 - 40 Years,1995-03-15,1995-03-15,1995-03-15,146,29859
42799,Orangeburg,Myotis austroriparius,Southeastern Bat,Mammals,Zoological,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,E - Verified extant (viability not assessed),Hibernaculum,< 5 Years,2021-12-09,2022-02-09,2022-02-09,146,20324
42802,Orangeburg,Myotis lucifugus,Little Brown Bat,Mammals,Zoological,G3G4,S2,1,Not Applicable,Not Applicable,ARS: At-Risk Species,ARS: At-Risk Species,1,1,Highest,3,N - Not Ranked,Undetermined,< 5 Years,2023-06-29,2023-07-11,2023-07-11,146,26714
42807,Orangeburg,Myriophyllum laxum,Loose Water-milfoil,Dicots,Botanical,G3,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not Recorded,20 - 40 Years,1986-08-25,1986-08-25,1986-08-25,146,1903
42808,Orangeburg,Necturus punctatus,Dwarf Waterdog,Amphibians,Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,5 - 10 Years,2016-12-26,2016-12-26,2016-12-26,146,23597
42810,Orangeburg,Nestronia umbellula,"Nestronia, Conjurer's-nut, Leechbrush, Indian-olive",Dicots,Botanical,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,20 - 40 Years,1990-04-07,1990-04-07,1990-04-07,146,3229
42811,Orangeburg,Nolina georgiana,"Georgia Beargrass, Sandhills Lily",Monocots,Botanical,G3G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,20 - 40 Years,1987-12-08,1987-12-08,1987-12-08,146,4444
42813,Orangeburg,Notropis bifrenatus,Bridle Shiner,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G3,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Not applicable,> 40 Years,1954-06-07,1954-06-07,1954-06-07,146,26976
42817,Orangeburg,Notropis chalybaeus,Ironcolor Shiner,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,< 5 Years,2020-07-30,2020-07-30,2020-07-30,146,10153
